Date,Open,High,Low,Close,Adj Close,Volume
2012-09-17,2272.949951,2325.100098,2269.600098,2316.000000,2252.274414,11300
2012-09-18,2310.000000,2314.949951,2270.000000,2291.649902,2228.594238,5701
2012-09-20,2291.649902,2291.649902,2215.000000,2242.649902,2180.942139,14934
2012-09-21,2299.850098,2300.000000,2143.050049,2208.850098,2148.072754,40248
2012-09-24,2301.100098,2306.949951,2219.850098,2261.550049,2199.322266,10354
2012-09-25,2298.850098,2298.850098,2222.000000,2230.750000,2169.369873,2536
2012-09-26,2257.949951,2260.000000,2234.000000,2245.550049,2183.762695,3537
2012-09-27,2299.899902,2399.899902,2232.000000,2238.399902,2176.809082,2244
2012-09-28,2270.250000,2370.000000,2213.300049,2311.199951,2247.606201,30890
2012-10-01,2349.949951,2357.949951,2247.949951,2258.850098,2196.696777,11867
2012-10-03,2258.850098,2319.000000,2239.949951,2293.350098,2230.247803,11542
2012-10-04,2309.899902,2309.949951,2265.250000,2272.899902,2210.360352,38389
2012-10-05,2285.949951,2323.000000,2282.199951,2302.699951,2239.340088,14084
2012-10-08,2332.000000,2332.000000,2237.000000,2248.500000,2186.631836,38365
2012-10-09,2297.949951,2297.949951,2251.050049,2263.699951,2201.413574,18500
2012-10-10,2234.000000,2286.000000,2234.000000,2238.500000,2176.906738,7178
2012-10-11,2350.000000,2350.000000,2230.000000,2240.699951,2179.046143,3553
2012-10-12,2211.649902,2271.899902,2211.649902,2225.100098,2163.875488,6321
2012-10-15,2227.500000,2258.649902,2205.000000,2207.600098,2146.857178,7504
2012-10-16,2190.000000,2227.000000,2066.500000,2222.899902,2161.735840,1555
2012-10-17,2245.000000,2280.850098,2230.000000,2248.800049,2186.923340,2705
2012-10-18,2236.000000,2314.949951,2236.000000,2299.199951,2235.936523,4814
2012-10-19,2285.050049,2310.000000,2252.550049,2302.449951,2239.097168,3663
2012-10-22,2290.000000,2307.949951,2275.000000,2288.949951,2225.968506,3479
2012-10-23,2293.250000,2379.000000,2289.850098,2346.899902,2282.324219,21531
2012-10-25,2346.899902,2405.000000,2346.899902,2391.750000,2325.940186,33733
2012-10-29,2391.750000,2391.750000,2314.949951,2315.500000,2251.788330,2171
2012-10-30,2370.000000,2370.000000,2275.000000,2314.949951,2251.253174,16454
2012-10-31,2369.000000,2370.000000,2290.050049,2320.000000,2256.164307,10406
2012-11-01,2273.600098,2375.000000,2273.600098,2350.800049,2286.116455,17462
2012-11-02,2380.000000,2399.949951,2301.100098,2390.000000,2324.238281,26187
2012-11-05,2355.649902,2414.699951,2355.649902,2410.350098,2344.028320,95242
2012-11-06,2424.949951,2628.800049,2413.100098,2542.050049,2472.104248,68122
2012-11-07,2545.000000,2622.000000,2509.000000,2599.550049,2528.022217,19301
2012-11-08,2590.000000,2595.000000,2521.500000,2561.899902,2491.407959,13825
